time_stamp,veh_0,veh_1,veh_2,veh_3,veh_4,veh_5,veh_6,veh_7,veh_8,veh_9,veh_10,veh_11,veh_12,veh_13,veh_14,veh_15,veh_16,veh_17,veh_18,veh_19
118,"['11.89', '1430.17']","['7.29', '826.97']","['9.7', '1131.81']","['13.94', '1401.08']","['10.84', '1152.48']","['3.09', '289.78']","['12.02', '1125.94']","['5.37', '491.47']","['7.22', '671.17']","['3.98', '349.36']","['14.2', '1151.38']","['10.79', '897.5']","['12.15', '946.76']","['14.39', '1093.29']","['9.47', '604.25']","['4.88', '477.23']","['4.63', '329.54']","['7.29', '485.79']","['6.58', '442.26']","['16.04', '818.86']"
119,"['12.53', '1442.7']","['7.62', '834.59']","['10', '1141.81']","['13.34', '1414.42']","['10.63', '1163.11']","['2.42', '292.2']","['11.88', '1137.81']","['5.54', '497.01']","['7.03', '678.2']","['3.6', '352.96']","['13.96', '1165.35']","['10.86', '908.36']","['11.81', '958.57']","['15.47', '1108.76']","['9.35', '613.59']","['5.67', '482.91']","['5.15', '334.69']","['6.77', '492.56']","['7.36', '449.62']","['15.93', '834.79']"
120,"['11.89', '1454.59']","['6.8', '841.38']","['10.24', '1152.06']","['13.4', '1427.82']","['11.07', '1174.18']","['2.8', '295']","['12.27', '1150.09']","['4.83', '501.85']","['6.9', '685.1']","['4.48', '357.44']","['14.21', '1179.55']","['11.36', '919.72']","['11.36', '969.93']","['14.38', '1123.14']","['8.94', '622.54']","['5.38', '488.29']","['5.18', '339.87']","['7.9', '500.46']","['6.78', '456.4']","['16.51', '851.3']"
121,"['11.96', '1466.55']","['7.44', '848.82']","['10.41', '1162.47']","['13.18', '1441']","['10.56', '1184.74']","['3.09', '298.09']","['11.23', '1161.32']","['5.08', '506.92']","['7.32', '692.43']","['3.73', '361.17']","['13.16', '1192.72']","['11.37', '931.09']","['11.38', '981.3']","['13.78', '1136.92']","['9.07', '631.6']","['4.6', '492.89']","['5.32', '345.19']","['7.37', '507.83']","['7.54', '463.94']","['15.9', '867.2']"
122,"['12.78', '1479.33']","['7.48', '856.3']","['10.08', '1172.55']","['13.82', '1454.82']","['11.26', '1196']","['2.36', '300.45']","['11.53', '1172.85']","['5.23', '512.16']","['7.42', '699.85']","['4.27', '365.44']","['13.71', '1206.42']","['10.8', '941.88']","['12.17', '993.47']","['11.99', '1148.9']","['9.55', '641.15']","['6.7', '499.58']","['5.31', '350.5']","['7.45', '515.28']","['7.18', '471.12']","['16.14', '883.35']"
123,"['12.51', '1491.84']","['6.99', '863.29']","['9.65', '1182.2']","['13.69', '1468.51']","['10.8', '1206.8']","['3.19', '303.64']","['11.49', '1184.35']","['4.99', '517.15']","['7.37', '707.22']","['4.25', '369.69']","['14.15', '1220.57']","['11.56', '953.45']","['11.76', '1005.23']","['11.31', '1160.22']","['9.35', '650.5']","['7.01', '506.6']","['4.8', '355.3']","['7.92', '523.2']","['6.82', '477.94']","['16.72', '900.07']"
124,"['11.78', '1503.62']","['7.45', '870.74']","['9.65', '1191.85']","['13.57', '1482.07']","['11.22', '1218.03']","['2.27', '305.91']","['11.34', '1195.69']","['5.5', '522.65']","['7.04', '714.26']","['4.01', '373.69']","['13.88', '1234.45']","['11.36', '964.81']","['11.58', '1016.81']","['12.48', '1172.7']","['9.31', '659.81']","['7.37', '513.96']","['4.51', '359.81']","['7.01', '530.21']","['7.21', '485.15']","['16.47', '916.53']"
125,"['12.23', '1515.85']","['7.78', '878.53']","['9.88', '1201.73']","['11.38', '1493.46']","['10.99', '1229.02']","['2.87', '308.78']","['12.17', '1207.86']","['4.53', '527.18']","['6.93', '721.19']","['4.45', '378.15']","['14.3', '1248.74']","['10.33', '975.15']","['11.27', '1028.08']","['12.47', '1185.17']","['9.83', '669.64']","['7.33', '521.3']","['5.17', '364.98']","['7.19', '537.4']","['7.31', '492.46']","['16.91', '933.45']"
126,"['12.92', '1528.77']","['6.95', '885.48']","['9.87', '1211.6']","['12.67', '1506.13']","['11.03', '1240.05']","['2.83', '311.62']","['11.4', '1219.26']","['5.19', '532.37']","['7.58', '728.77']","['3.37', '381.52']","['13.31', '1262.05']","['11.37', '986.52']","['11.67', '1039.74']","['14.65', '1199.82']","['10.11', '679.76']","['7.02', '528.32']","['3.9', '368.87']","['7.11', '544.5']","['7.25', '499.71']","['16.61', '950.06']"
127,"['12.22', '1540.99']","['7.27', '892.75']","['10.18', '1221.78']","['13.92', '1520.05']","['10.54', '1250.59']","['2.52', '314.13']","['11.31', '1230.57']","['4.56', '536.93']","['7.32', '736.09']","['4.28', '385.8']","['13.66', '1275.71']","['11.26', '997.78']","['11.6', '1051.35']","['15.24', '1215.06']","['8.95', '688.7']","['6.26', '534.58']","['3.56', '372.43']","['7.28', '551.78']","['7.5', '507.21']","['17.1', '967.16']"
128,"['12.5', '1553.49']","['7.4', '900.16']","['10.13', '1231.91']","['13.31', '1533.36']","['11.32', '1261.91']","['3.19', '317.32']","['12.12', '1242.69']","['5.54', '542.47']","['6.75', '742.84']","['3.62', '389.42']","['13.41', '1289.13']","['11.08', '1008.86']","['11.71', '1063.06']","['15.52', '1230.58']","['9.48', '698.19']","['7.39', '541.97']","['5.05', '377.49']","['7.98', '559.76']","['7.68', '514.89']","['15.85', '983.01']"
129,"['12.06', '1565.55']","['7.69', '907.84']","['10.28', '1242.18']","['13.06', '1546.43']","['10.96', '1272.88']","['2.92', '320.24']","['11.82', '1254.51']","['5.09', '547.56']","['7.52', '750.36']","['3.42', '392.84']","['13.7', '1302.83']","['11.14', '1020']","['11.28', '1074.34']","['15.48', '1246.06']","['9.66', '707.85']","['6.66', '548.63']","['4.13', '381.62']","['7.06', '566.83']","['7.02', '521.91']","['15.88', '998.89']"
130,"['12.92', '1578.47']","['6.73', '914.58']","['10.09', '1252.27']","['13.95', '1560.38']","['11.76', '1284.64']","['2.91', '323.15']","['11.46', '1265.98']","['4.55', '552.11']","['6.86', '757.22']","['3.46', '396.29']","['14.27', '1317.1']","['10.45', '1030.46']","['11.75', '1086.09']","['15.51', '1261.57']","['9.54', '717.39']","['6.42', '555.05']","['4.24', '385.87']","['7.38', '574.21']","['6.86', '528.77']","['16.66', '1015.56']"
131,"['12.81', '1591.29']","['7.81', '922.39']","['9.69', '1261.96']","['13.92', '1574.3']","['10.86', '1295.49']","['2.62', '325.77']","['11.31', '1277.29']","['5.05', '557.16']","['7.74', '764.96']","['3.79', '400.08']","['14.18', '1331.28']","['10.82', '1041.28']","['11.82', '1097.91']","['14.7', '1276.27']","['9.87', '727.25']","['6.99', '562.04']","['4.9', '390.77']","['7.91', '582.12']","['6.88', '535.64']","['17.02', '1032.57']"
132,"['12.3', '1603.59']","['7.43', '929.82']","['10.61', '1272.57']","['13.96', '1588.26']","['10.91', '1306.4']","['3.04', '328.82']","['11.32', '1288.61']","['5.54', '562.7']","['6.96', '771.92']","['3.79', '403.87']","['13.84', '1345.12']","['11.15', '1052.43']","['11.92', '1109.83']","['14.73', '1291']","['9.74', '736.99']","['6.55', '568.59']","['4.7', '395.47']","['7.72', '589.84']","['7.76', '543.4']","['15.87', '1048.44']"
133,"['12.11', '1615.7']","['6.97', '936.79']","['10.87', '1283.44']","['13.67', '1601.93']","['11.66', '1318.07']","['3.24', '332.05']","['11.55', '1300.17']","['5.36', '568.05']","['7.49', '779.41']","['3.96', '407.83']","['13.23', '1358.35']","['10.84', '1063.27']","['11.81', '1121.64']","['15.43', '1306.42']","['9.88', '746.87']","['7.02', '575.61']","['4.27', '399.74']","['8', '597.84']","['6.99', '550.39']","['16', '1064.45']"
134,"['12.76', '1628.46']","['6.71', '943.5']","['10.59', '1294.03']","['13.74', '1615.67']","['11.09', '1329.15']","['2.81', '334.87']","['11.63', '1311.79']","['5.15', '573.21']","['7.59', '787']","['3.66', '411.48']","['13.18', '1371.53']","['11.51', '1074.78']","['11.87', '1133.51']","['14.72', '1321.14']","['9.32', '756.19']","['7.19', '582.8']","['4.89', '404.63']","['7.96', '605.79']","['7.68', '558.07']","['16.28', '1080.72']"
135,"['11.73', '1640.19']","['6.84', '950.34']","['10.9', '1304.93']","['13.24', '1628.91']","['11.49', '1340.64']","['3.38', '338.25']","['12', '1323.8']","['4.74', '577.95']","['7.84', '794.84']","['4.19', '415.68']","['13.56', '1385.1']","['11.24', '1086.02']","['12.39', '1145.9']","['15.58', '1336.72']","['9.49', '765.68']","['6.75', '589.55']","['4.9', '409.53']","['7.64', '613.43']","['6.24', '564.31']","['16.37', '1097.09']"
136,"['12.86', '1653.05']","['7.36', '957.7']","['10.12', '1315.05']","['13.67', '1642.58']","['11.41', '1352.05']","['3.4', '341.65']","['11.57', '1335.37']","['4.18', '582.13']","['7.12', '801.96']","['3.25', '418.93']","['13.18', '1398.28']","['11.29', '1097.3']","['11.95', '1157.85']","['14.97', '1351.69']","['9.87', '775.55']","['6.45', '596']","['5.02', '414.55']","['7.74', '621.17']","['7.62', '571.92']","['16.66', '1113.74']"
137,"['12.15', '1665.2']","['7.14', '964.83']","['10.01', '1325.06']","['12.86', '1655.44']","['10.88', '1362.93']","['2.18', '343.83']","['11.93', '1347.3']","['5.34', '587.47']","['7.06', '809.03']","['3.7', '422.63']","['14.27', '1412.55']","['10.89', '1108.19']","['11.53', '1169.38']","['15.51', '1367.2']","['9.97', '785.52']","['6.19', '602.19']","['4.78', '419.33']","['6.87', '628.04']","['7.67', '579.59']","['17.1', '1130.85']"
138,"['12.77', '1677.97']","['7.31', '972.14']","['10.24', '1335.3']","['13.42', '1668.86']","['10.48', '1373.41']","['2.45', '346.28']","['12.24', '1359.54']","['5.19', '592.67']","['7.61', '816.63']","['3.92', '426.55']","['13.41', '1425.97']","['11.33', '1119.53']","['11.7', '1181.08']","['15.08', '1382.28']","['9.48', '795.01']","['6.59', '608.78']","['5.31', '424.64']","['6.91', '634.95']","['7.2', '586.8']","['16.92', '1147.76']"
139,"['12.64', '1690.61']","['7.7', '979.84']","['10.53', '1345.83']","['13.34', '1682.2']","['11.41', '1384.82']","['2.48', '348.76']","['11.24', '1370.78']","['4.48', '597.14']","['6.68', '823.32']","['4.14', '430.69']","['13.15', '1439.12']","['11.43', '1130.96']","['11.72', '1192.8']","['14.98', '1397.26']","['9.81', '804.82']","['6.39', '615.16']","['4.9', '429.54']","['7.33', '642.28']","['6.95', '593.75']","['16.12', '1163.89']"
140,"['12.06', '1702.68']","['7.66', '987.49']","['9.65', '1355.48']","['13.43', '1695.63']","['11.05', '1395.87']","['3.06', '351.82']","['12.21', '1382.99']","['5.4', '602.55']","['6.74', '830.06']","['3.99', '434.68']","['13.47', '1452.59']","['11.43', '1142.4']","['12.06', '1204.87']","['15.53', '1412.79']","['7.58', '812.4']","['7.38', '622.54']","['4.38', '433.92']","['7.83', '650.11']","['7.43', '601.17']","['16.92', '1180.8']"
141,"['11.97', '1714.65']","['7.86', '995.35']","['9.81', '1365.29']","['12.69', '1708.32']","['10.54', '1406.41']","['3.28', '355.1']","['12.22', '1395.2']","['5.09', '607.63']","['7.34', '837.39']","['4.39', '439.07']","['13.56', '1466.15']","['11.57', '1153.96']","['12.29', '1217.15']","['15.52', '1428.31']","['9.12', '821.52']","['7.35', '629.9']","['4.21', '438.13']","['7.44', '657.55']","['7.72', '608.89']","['16.92', '1197.72']"
142,"['11.87', '1726.52']","['7.62', '1002.98']","['10.48', '1375.77']","['13.49', '1721.81']","['11.06', '1417.47']","['2.59', '357.69']","['11.86', '1407.06']","['5.31', '612.94']","['7.77', '845.16']","['4.12', '443.19']","['13.97', '1480.12']","['11.28', '1165.24']","['12.39', '1229.55']","['14.37', '1442.68']","['9.11', '830.63']","['6.69', '636.58']","['4.96', '443.09']","['7.89', '665.45']","['7.77', '616.67']","['16.61', '1214.33']"
143,"['12.64', '1739.16']","['7.14', '1010.12']","['10.29', '1386.06']","['13.6', '1735.41']","['10.97', '1428.44']","['3.21', '360.9']","['11.86', '1418.92']","['4.47', '617.41']","['7.53', '852.69']","['3.42', '446.61']","['13.47', '1493.59']","['11.34', '1176.58']","['11.75', '1241.3']","['14.85', '1457.54']","['10.02', '840.65']","['6.39', '642.98']","['4.81', '447.89']","['7.69', '673.14']","['7.63', '624.3']","['17.01', '1231.34']"
144,"['12.21', '1751.37']","['6.74', '1016.86']","['10.43', '1396.49']","['13.23', '1748.64']","['11.54', '1439.98']","['2.74', '363.64']","['11.52', '1430.44']","['4.49', '621.9']","['7.86', '860.55']","['4.42', '451.03']","['14.13', '1507.72']","['10.84', '1187.42']","['12.46', '1253.76']","['14.63', '1472.17']","['9.98', '850.62']","['7.02', '650']","['4.49', '452.39']","['7.25', '680.39']","['7.17', '631.47']","['16.62', '1247.96']"
145,"['12.98', '1764.35']","['6.61', '1023.47']","['10.69', '1407.18']","['13.44', '1762.08']","['11.53', '1451.51']","['3.02', '366.66']","['11.65', '1442.1']","['5.69', '627.59']","['6.66', '867.2']","['3.66', '454.69']","['14.04', '1521.76']","['10.43', '1197.85']","['11.98', '1265.74']","['15.1', '1487.27']","['9.89', '860.52']","['6.93', '656.93']","['5.11', '457.5']","['7.91', '688.3']","['7.28', '638.74']","['16.79', '1264.74']"
146,"['11.76', '1776.12']","['7.05', '1030.52']","['9.72', '1416.9']","['13.2', '1775.28']","['11.48', '1462.99']","['3.35', '370.01']","['11.88', '1453.98']","['5.23', '632.82']","['7.25', '874.45']","['3.67', '458.36']","['14.25', '1536.01']","['10.61', '1208.46']","['11.77', '1277.52']","['15.05', '1502.32']","['9.63', '870.14']","['6.71', '663.63']","['5.38', '462.87']","['7.63', '695.93']","['7.69', '646.43']","['16.06', '1280.81']"
147,"['12.54', '1788.66']","['6.67', '1037.19']","['10.87', '1427.77']","['13.75', '1789.02']","['10.68', '1473.67']","['2.23', '372.25']","['12.25', '1466.23']","['5.46', '638.28']","['7.29', '881.74']","['4.35', '462.72']","['13.26', '1549.27']","['10.9', '1219.37']","['11.84', '1289.36']","['14.67', '1516.99']","['9.39', '879.54']","['6.42', '670.05']","['5.16', '468.04']","['6.94', '702.87']","['7.5', '653.93']","['16.57', '1297.38']"
148,"['12.79', '1801.44']","['7.4', '1044.59']","['9.94', '1437.72']","['12.8', '1801.82']","['11.14', '1484.8']","['2.89', '375.13']","['12.4', '1478.63']","['5.26', '643.54']","['7.16', '888.9']","['4.39', '467.11']","['13.53', '1562.79']","['10.93', '1230.3']","['12.22', '1301.57']","['15.39', '1532.37']","['9.27', '888.8']","['6.8', '676.86']","['5.05', '473.09']","['7.53', '710.4']","['7.64', '661.57']","['17.09', '1314.47']"
149,"['11.8', '1813.25']","['7.63', '1052.22']","['10.03', '1447.75']","['12.75', '1814.58']","['10.85', '1495.65']","['2.52', '377.65']","['11.55', '1490.18']","['5.1', '648.65']","['7.39', '896.29']","['3.35', '470.45']","['14.16', '1576.96']","['10.31', '1240.61']","['11.44', '1313.02']","['14.58', '1546.95']","['9.57', '898.37']","['7.31', '684.17']","['4.73', '477.82']","['7.4', '717.8']","['7.64', '669.21']","['16.55', '1331.01']"
150,"['12.81', '1826.06']","['7.48', '1059.7']","['10.66', '1458.41']","['13.9', '1828.47']","['11.61', '1507.26']","['2.36', '380.01']","['11.14', '1501.32']","['4.99', '653.64']","['7.68', '903.97']","['3.28', '473.73']","['13.66', '1590.62']","['11.06', '1251.67']","['12.07', '1325.09']","['14.36', '1561.32']","['9', '907.38']","['7.36', '691.53']","['5.33', '483.15']","['7.01', '724.81']","['6.87', '676.08']","['16.85', '1347.87']"
151,"['12.71', '1838.76']","['6.85', '1066.56']","['10.66', '1469.07']","['12.9', '1841.38']","['10.93', '1518.2']","['2.95', '382.95']","['11.37', '1512.7']","['4.75', '658.38']","['7.34', '911.31']","['4.39', '478.12']","['13.3', '1603.92']","['10.75', '1262.42']","['11.77', '1336.86']","['15.27', '1576.59']","['10.05', '917.43']","['6.15', '697.68']","['5.34', '488.49']","['6.88', '731.69']","['7.1', '683.18']","['17.1', '1364.97']"
152,"['12.82', '1851.59']","['7.59', '1074.15']","['10.42', '1479.49']","['13.36', '1854.73']","['10.94', '1529.14']","['2.94', '385.9']","['11.89', '1524.58']","['4.43', '662.82']","['6.83', '918.15']","['3.94', '482.06']","['13.45', '1617.37']","['10.94', '1273.36']","['11.19', '1348.05']","['15.32', '1591.91']","['10.1', '927.52']","['6.88', '704.56']","['4.32', '492.81']","['7.19', '738.88']","['6.66', '689.84']","['16.44', '1381.41']"
153,"['12.22', '1863.81']","['7.07', '1081.21']","['9.64', '1489.13']","['13.05', '1867.78']","['10.68', '1539.82']","['2.46', '388.35']","['11.99', '1536.57']","['5.56', '668.37']","['6.68', '924.83']","['3.31', '485.37']","['13.55', '1630.92']","['11.51', '1284.87']","['11.54', '1359.6']","['15.38', '1607.29']","['9.65', '937.17']","['6.63', '711.18']","['4.36', '497.17']","['7.28', '746.16']","['6.96', '696.81']","['16.92', '1398.33']"
154,"['12.08', '1875.89']","['7.42', '1088.64']","['10.19', '1499.31']","['13.93', '1881.71']","['11.34', '1551.16']","['2.16', '390.52']","['11.66', '1548.23']","['4.81', '673.19']","['7.69', '932.52']","['3.9', '489.27']","['13.18', '1644.1']","['11.42', '1296.29']","['11.53', '1371.12']","['15.64', '1622.93']","['10.03', '947.2']","['6.96', '718.15']","['4.71', '501.88']","['7.1', '753.26']","['6.57', '703.38']","['17.06', '1415.39']"
155,"['12.5', '1888.39']","['6.92', '1095.55']","['10.25', '1509.57']","['12.69', '1894.4']","['11.08', '1562.23']","['3.09', '393.61']","['11.6', '1559.83']","['5.55', '678.74']","['7.38', '939.9']","['4.49', '493.76']","['13.61', '1657.7']","['10.43', '1306.72']","['12.22', '1383.34']","['15.23', '1638.16']","['9.12', '956.32']","['7.12', '725.27']","['4.25', '506.13']","['7.34', '760.6']","['6.89', '710.27']","['16.58', '1431.97']"
156,"['12.4', '1900.79']","['7.83', '1103.38']","['10.46', '1520.03']","['13.72', '1908.12']","['10.55', '1572.78']","['2.24', '395.85']","['11.97', '1571.79']","['5.35', '684.09']","['6.66', '946.56']","['3.53', '497.28']","['13.3', '1671']","['11.43', '1318.16']","['12.24', '1395.58']","['14.53', '1652.69']","['9.41', '965.72']","['6.53', '731.81']","['4.83', '510.96']","['7.52', '768.13']","['7.09', '717.36']","['16.52', '1448.49']"
157,"['11.9', '1912.69']","['7.56', '1110.94']","['10.61', '1530.63']","['13.32', '1921.43']","['10.86', '1583.64']","['3.14', '398.98']","['11.25', '1583.04']","['5.24', '689.33']","['6.83', '953.39']","['4.31', '501.59']","['14.05', '1685.05']","['11.59', '1329.75']","['11.74', '1407.32']","['14.75', '1667.44']","['9.05', '974.77']","['6.21', '738.02']","['5.25', '516.21']","['7.89', '776.02']","['6.91', '724.27']","['16.39', '1464.88']"
158,"['12.83', '1925.52']","['7.05', '1117.99']","['10.39', '1541.02']","['13.38', '1934.81']","['11.3', '1594.93']","['2.9', '401.88']","['11.43', '1594.47']","['5.58', '694.91']","['7.81', '961.2']","['3.68', '505.27']","['13.04', '1698.1']","['11.4', '1341.15']","['11.42', '1418.74']","['15.66', '1683.1']","['10.07', '984.85']","['7.37', '745.39']","['4.86', '521.07']","['7.11', '783.12']","['7.23', '731.5']","['16.83', '1481.71']"
159,"['11.74', '1937.26']","['7.77', '1125.77']","['10.08', '1551.11']","['13.9', '1948.71']","['11.58', '1606.51']","['3.28', '405.16']","['12.3', '1606.77']","['5.33', '700.24']","['7.02', '968.22']","['4.21', '509.48']","['13.67', '1711.77']","['10.73', '1351.88']","['12.09', '1430.82']","['14.99', '1698.09']","['9.74', '994.58']","['6.32', '751.71']","['4.65', '525.72']","['7.97', '791.1']","['7.14', '738.64']","['15.87', '1497.58']"
160,"['12.98', '1950.25']","['7.12', '1132.88']","['10.13', '1561.24']","['13.74', '1962.46']","['10.56', '1617.07']","['2.14', '407.3']","['12.33', '1619.1']","['5.37', '705.62']","['6.61', '974.83']","['4.4', '513.88']","['14.01', '1725.78']","['10.89', '1362.77']","['11.85', '1442.68']","['15.11', '1713.21']","['9.58', '1004.16']","['6.26', '757.97']","['5.35', '531.08']","['7.86', '798.96']","['7.63', '746.27']","['15.99', '1513.57']"
161,"['12.94', '1963.18']","['6.92', '1139.81']","['9.89', '1571.13']","['13.53', '1975.99']","['11.76', '1628.83']","['2.96', '410.27']","['12.24', '1631.34']","['4.98', '710.6']","['7.42', '982.26']","['4.48', '518.35']","['13.69', '1739.47']","['10.76', '1373.52']","['11.44', '1454.12']","['14.89', '1728.09']","['10.04', '1014.2']","['7.33', '765.3']","['4.12', '535.2']","['6.84', '805.81']","['7.63', '753.9']","['16.73', '1530.3']"
